ARRIVAL DATE,ARRIVAL TIME (if avail),TERMINAL,SHIP NAME,LAST PORT OF CALL (if avail),PRODUCT TYPE - OIL,"PRODUCT AMOUNT - OIL, Incoming (Multiply metric tons by 7.5 for approx bbls)","PRODUCT AMOUNT - OIL, Outgoing",RUNNING TOTAL,PRODUCT TYPE - NON-OIL,"PRODUCT AMOUNT - NON OIL, Incoming","PRODUCT AMOUNT - NON OIL, Outgoing",Running Total (Specify units),Year,Month,Day,Month_name
2020-05-01,,Sprague,Ainazi,"Searsport, Maine","  2 Fuel Oil (aka FO, MGO, DMA)",75000.0,0.0,7168722.0,,,,,2020,5,1,May
2020-05-02,,Citgo,Cape Gavi,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",15000.0,0.0,7183722.0,,,,,2020,5,2,May
2020-05-02,,Citgo,Cape Gavi,St.John,  Diesel (aka ULSD),30000.0,0.0,7213722.0,,,,,2020,5,2,May
2020-05-02,,Global ,New England,"Portland, Maine","  2 Fuel Oil (aka FO, MGO, DMA)",361.0,0.0,7214083.0,,,,,2020,5,2,May
2020-05-02,,Global ,New England,"Portland, Maine",  6 Fuel Oil (aka IFO 380),2033.0,0.0,7216116.0,,,,,2020,5,2,May
2020-05-03,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,115000.0,0.0,7331116.0,,,,,2020,5,3,May
2020-05-03,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,58000.0,0.0,7389116.0,,,,,2020,5,3,May
2020-05-04,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,92000.0,0.0,7481116.0,,,,,2020,5,4,May
2020-05-06,,Global ,Amigo,Canada,  Asphalt,45000.0,0.0,7526116.0,,,,,2020,5,6,May
2020-05-07,,Gulf,Iver Prosperity,"Portsmouth, NH",  Diesel (aka ULSD),45000.0,0.0,7571116.0,,,,,2020,5,7,May
2020-05-07,,Gulf,DBL-103,New Jersey,  Unleaded Gasoline,100000.0,0.0,7671116.0,,,,,2020,5,7,May
2020-05-08,,Buckeye,Iver Prosperity,"Portsmouth, NH",  Diesel (aka ULSD),15000.0,0.0,7686116.0,,,,,2020,5,8,May
2020-05-08,,Buckeye,Iver Prosperity,"Portsmouth, NH","  2 Fuel Oil (aka FO, MGO, DMA)",30000.0,0.0,7716116.0,,,,,2020,5,8,May
2020-05-11,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,45000.0,0.0,7761116.0,,,,,2020,5,11,May
2020-05-11,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,48000.0,0.0,7809116.0,,,,,2020,5,11,May
2020-05-11,,Buckeye,Iver Prosperity,St.John,  Diesel (aka ULSD),37000.0,0.0,7846116.0,,,,,2020,5,11,May
2020-05-11,,Buckeye,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",7000.0,0.0,7853116.0,,,,,2020,5,11,May
2020-05-11,,Global ,Ardmore Seamariner,Russia,"  2 Fuel Oil (aka FO, MGO, DMA)",180000.0,0.0,8033116.0,,,,,2020,5,11,May
2020-05-12,,Citgo,DBL-104,"Boston, MA",  Ethanol (aka E100),15000.0,0.0,8048116.0,,,,,2020,5,12,May
2020-05-13,,Citgo,Iver Prosperity,St.John,  Diesel (aka ULSD),30000.0,0.0,8078116.0,,,,,2020,5,13,May
2020-05-13,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,90000.0,0.0,8168116.0,,,,,2020,5,13,May
2020-05-14,,Sprague,Penn 92,St.John,  Other,17000.0,0.0,8185116.0,,,,,2020,5,14,May
2020-05-17,,Buckeye,Team Corrido,"New Haven, CT`",  Unleaded Gasoline,25000.0,0.0,8210116.0,,,,,2020,5,17,May
2020-05-18,,Citgo,RTC-81,"Boston, MA",  Premium Unleaded Gasoline,30000.0,0.0,8240116.0,,,,,2020,5,18,May
2020-05-18,,Gulf,RTC-81,New Jersey,  Unleaded Gasoline,9250.0,0.0,8249366.0,,,,,2020,5,18,May
2020-05-18,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,32000.0,0.0,8281366.0,,,,,2020,5,18,May
2020-05-18,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,45000.0,0.0,8326366.0,,,,,2020,5,18,May
2020-05-18,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),25000.0,0.0,8351366.0,,,,,2020,5,18,May
2020-05-18,,Buckeye,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,8396366.0,,,,,2020,5,18,May
2020-05-19,,Gulf,RTC-85,New Jersey,  Diesel (aka ULSD),70000.0,0.0,8466366.0,,,,,2020,5,19,May
2020-05-19,,Buckeye,Acadian,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,8511366.0,,,,,2020,5,19,May
2020-05-19,,Buckeye,Acadian,St.John,  Diesel (aka ULSD),25000.0,0.0,8536366.0,,,,,2020,5,19,May
2020-05-19,,Buckeye,Acadian,St.John,  Unleaded Gasoline,45000.0,0.0,8581366.0,,,,,2020,5,19,May
2020-05-19,,Buckeye,Acadian,St.John,  Unleaded Gasoline,32000.0,0.0,8613366.0,,,,,2020,5,19,May
2020-05-19,,Citgo,Acadian,St.John,  Unleaded Gasoline,103000.0,0.0,8716366.0,,,,,2020,5,19,May
2020-05-19,,Gulf,Team Corrido,"Milford haven, UK",  Unleaded Gasoline,130000.0,0.0,8846366.0,,,,,2020,5,19,May
2020-05-19,,Citgo,Acadian,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,8856366.0,,,,,2020,5,19,May
2020-05-19,,Buckeye,DBL-102,"Portland, Maine",  Unleaded Gasoline,15000.0,0.0,8871366.0,,,,,2020,5,19,May
2020-05-19,,Buckeye,RTC-81,New York,  Premium Unleaded Gasoline,40000.0,0.0,8911366.0,,,,,2020,5,19,May
2020-05-19,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",644.0,0.0,8912010.0,,,,,2020,5,19,May
2020-05-22,,Citgo,DBL-104,"Boston, MA",  Ethanol (aka E100),12000.0,0.0,8924010.0,,,,,2020,5,22,May
2020-05-22,,Citgo,DS-601,"Boston, MA",  Ethanol (aka E100),25000.0,0.0,8949010.0,,,,,2020,5,22,May
2020-05-28,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,55000.0,0.0,9004010.0,,,,,2020,5,28,May
2020-05-28,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,30000.0,0.0,9034010.0,,,,,2020,5,28,May
2020-05-28,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,85000.0,0.0,9119010.0,,,,,2020,5,28,May
2020-05-28,,Citgo,Great Eastern ,St.John,  Diesel (aka ULSD),50000.0,0.0,9169010.0,,,,,2020,5,28,May
2020-05-29,,Buckeye,Great Eastern ,St.John,  Diesel (aka ULSD),50000.0,0.0,9219010.0,,,,,2020,5,29,May
2020-05-29,,Global ,Dee 4 Cedar,"Cartagena, Columbia","  2 Fuel Oil (aka FO, MGO, DMA)",85000.0,0.0,9304010.0,,,,,2020,5,29,May
2020-06-01,,Buckeye,RTC-80,"Boston, MA",  Premium Unleaded Gasoline,30000.0,0.0,9334010.0,,,,,2020,6,1,Jun
2020-06-02,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,47500.0,0.0,9381510.0,,,,,2020,6,2,Jun
2020-06-02,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,45500.0,0.0,9427010.0,,,,,2020,6,2,Jun
2020-06-02,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),36000.0,0.0,9463010.0,,,,,2020,6,2,Jun
2020-06-02,,Buckeye,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",12000.0,0.0,9475010.0,,,,,2020,6,2,Jun
2020-06-02,,Buckeye,DBL-104,New York,  Ethanol (aka E100),13000.0,0.0,9488010.0,,,,,2020,6,2,Jun
2020-06-03,,Sprague,Dee 4 Cedar,"Cartagena, Columbia","  2 Fuel Oil (aka FO, MGO, DMA)",120000.0,0.0,9608010.0,,,,,2020,6,3,Jun
2020-06-04,,RTC-80,RTC-80,New York,  Ethanol (aka E100),20000.0,0.0,9628010.0,,,,,2020,6,4,Jun
2020-06-05,,Citgo,Noreaster,St.John,  Unleaded Gasoline,108000.0,0.0,9736010.0,,,,,2020,6,5,Jun
2020-06-05,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,115000.0,0.0,9851010.0,,,,,2020,6,5,Jun
2020-06-07,,Citgo,DBL-104,New York,  Ethanol (aka E100),15000.0,0.0,9866010.0,,,,,2020,6,7,Jun
2020-06-07,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",726.0,0.0,9866736.0,,,,,2020,6,7,Jun
2020-06-07,,Global ,New England,,  6 Fuel Oil (aka IFO 380),2033.0,0.0,9868769.0,,,,,2020,6,7,Jun
2020-06-10,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,122000.0,0.0,9990769.0,,,,,2020,6,10,Jun
2020-06-10,,Citgo,Iver Prosperity,St.John,  Diesel (aka ULSD),15000.0,0.0,10005769.0,,,,,2020,6,10,Jun
2020-06-10,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,47000.0,0.0,10052769.0,,,,,2020,6,10,Jun
2020-06-10,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,40000.0,0.0,10092769.0,,,,,2020,6,10,Jun
2020-06-10,,Buckeye,Iver Prosperity,St.John,  Diesel (aka ULSD),26000.0,0.0,10118769.0,,,,,2020,6,10,Jun
2020-06-10,,Buckeye,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,10128769.0,,,,,2020,6,10,Jun
2020-06-10,,Sprague,RTC-83,"Perth Amboy, NJ",  Jet Fuel,32000.0,0.0,10160769.0,,,,,2020,6,10,Jun
2020-06-12,,Sprague,Penn 92,St.John,  Asphalt,59300.0,0.0,10220069.0,,,,,2020,6,12,Jun
2020-06-12,,Citgo,RTC-80,"Boston, MA",  Ethanol (aka E100),25000.0,0.0,10245069.0,,,,,2020,6,12,Jun
2020-06-13,,Wyman Station,Tug-Genesis,,  6 Fuel Oil (aka IFO 380),64000.0,0.0,10309069.0,,,,,2020,6,13,Jun
2020-06-14,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,30000.0,0.0,10339069.0,,,,,2020,6,14,Jun
2020-06-14,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,50000.0,0.0,10389069.0,,,,,2020,6,14,Jun
2020-06-14,,Buckeye,Great Eastern ,St.John,  Diesel (aka ULSD),40000.0,0.0,10429069.0,,,,,2020,6,14,Jun
2020-06-14,,Buckeye,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",15000.0,0.0,10444069.0,,,,,2020,6,14,Jun
2020-06-14,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",1089.0,0.0,10445158.0,,,,,2020,6,14,Jun
2020-06-14,,Global ,New England,,  6 Fuel Oil (aka IFO 380),2033.0,0.0,10447191.0,,,,,2020,6,14,Jun
2020-06-16,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,90000.0,0.0,10537191.0,,,,,2020,6,16,Jun
2020-06-16,,Citgo,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,10547191.0,,,,,2020,6,16,Jun
2020-06-16,,Citgo,Great Eastern ,St.John,  Diesel (aka ULSD),30000.0,0.0,10577191.0,,,,,2020,6,16,Jun
2020-06-16,,Citgo,DBL-104,New York,  Ethanol (aka E100),10000.0,0.0,10587191.0,,,,,2020,6,16,Jun
2020-06-17,,Buckeye,DBL-104,"Albany, NY",  Ethanol (aka E100),20000.0,0.0,10607191.0,,,,,2020,6,17,Jun
2020-06-19,,Citgo,DBL-102,New York,  Premium Unleaded Gasoline,25000.0,0.0,10632191.0,,,,,2020,6,19,Jun
2020-06-19,,Gulf,DBL-102,New Jersey,  Unleaded Gasoline,10000.0,0.0,10642191.0,,,,,2020,6,19,Jun
2020-06-19,,Buckeye,DBL-102,New York,  Premium Unleaded Gasoline,25000.0,0.0,10667191.0,,,,,2020,6,19,Jun
2020-06-20,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,30000.0,0.0,10697191.0,,,,,2020,6,20,Jun
2020-06-20,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,50000.0,0.0,10747191.0,,,,,2020,6,20,Jun
2020-06-20,,Buckeye,Great Eastern ,St.John,  Diesel (aka ULSD),30000.0,0.0,10777191.0,,,,,2020,6,20,Jun
2020-06-20,,Buckeye,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",20000.0,0.0,10797191.0,,,,,2020,6,20,Jun
2020-06-21,,Global ,Palanca Rio,St.John,  Asphalt,42000.0,0.0,10839191.0,,,,,2020,6,21,Jun
2020-06-23,,Gulf,NCC SAFA,"New Haven, CT`",  Unleaded Gasoline,157000.0,0.0,10996191.0,,,,,2020,6,23,Jun
2020-06-25,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,90000.0,0.0,11086191.0,,,,,2020,6,25,Jun
2020-06-25,,Buckeye,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,11096191.0,,,,,2020,6,25,Jun
2020-06-25,,Buckeye,Great Eastern ,St.John,  Diesel (aka ULSD),40000.0,0.0,11136191.0,,,,,2020,6,25,Jun
2020-06-25,,Citgo,Great Eastern ,St.John,  Diesel (aka ULSD),30000.0,0.0,11166191.0,,,,,2020,6,25,Jun
2020-06-25,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,40000.0,0.0,11206191.0,,,,,2020,6,25,Jun
2020-06-25,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,55000.0,0.0,11261191.0,,,,,2020,6,25,Jun
2020-06-27,,Citgo,DBL-104,"Boston, MA",  Premium Unleaded Gasoline,20000.0,0.0,11281191.0,,,,,2020,6,27,Jun
2020-06-30,,Wyman Station,Tug-Genesis,,  6 Fuel Oil (aka IFO 380),64000.0,0.0,11345191.0,,,,,2020,6,30,Jun
2020-07-02,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,46000.0,0.0,11391191.0,,,,,2020,7,2,Jul
2020-07-02,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,45000.0,0.0,11436191.0,,,,,2020,7,2,Jul
2020-07-02,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),30000.0,0.0,11466191.0,,,,,2020,7,2,Jul
2020-07-03,,Citgo,DBL-104,"Boston, MA",  Ethanol (aka E100),9000.0,0.0,11475191.0,,,,,2020,7,3,Jul
2020-07-03,,Buckeye,DBL-104,,  Ethanol (aka E100),10000.0,0.0,11485191.0,,,,,2020,7,3,Jul
2020-07-06,,Gulf,Noreaster,St.John,  Diesel (aka ULSD),45000.0,0.0,11530191.0,,,,,2020,7,6,Jul
2020-07-07,,Sprague,Noreaster,St.John,  Diesel (aka ULSD),35000.0,0.0,11565191.0,,,,,2020,7,7,Jul
2020-07-07,,Buckeye,New England,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,11575191.0,,,,,2020,7,7,Jul
2020-07-07,,Buckeye,New England,St.John,  Unleaded Gasoline,80000.0,0.0,11655191.0,,,,,2020,7,7,Jul
2020-07-07,,Buckeye,New England,St.John,  Unleaded Gasoline,25000.0,0.0,11680191.0,,,,,2020,7,7,Jul
2020-07-07,,Buckeye,New England,St.John,  Diesel (aka ULSD),30000.0,0.0,11710191.0,,,,,2020,7,7,Jul
2020-07-08,,Citgo,New England,St.John,  Unleaded Gasoline,110000.0,0.0,11820191.0,,,,,2020,7,8,Jul
2020-07-08,,Citgo,New England,St.John,  Diesel (aka ULSD),10000.0,0.0,11830191.0,,,,,2020,7,8,Jul
2020-07-10,,Global ,Palanca Rio,St.John,  Asphalt,42000.0,0.0,11872191.0,,,,,2020,7,10,Jul
2020-07-11,,Citgo,RTC-103,New York,  Ethanol (aka E100),21000.0,0.0,11893191.0,,,,,2020,7,11,Jul
2020-07-12,,Buckeye,New England,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,11903191.0,,,,,2020,7,12,Jul
2020-07-12,,Buckeye,New England,St.John,  Unleaded Gasoline,40000.0,0.0,11943191.0,,,,,2020,7,12,Jul
2020-07-12,,Buckeye,New England,St.John,  Diesel (aka ULSD),18000.0,0.0,11961191.0,,,,,2020,7,12,Jul
2020-07-12,,Buckeye,New England,St.John,  Unleaded Gasoline,30000.0,0.0,11991191.0,,,,,2020,7,12,Jul
2020-07-12,,Buckeye,DBL-104,New York,  Ethanol (aka E100),15000.0,0.0,12006191.0,,,,,2020,7,12,Jul
2020-07-12,,Buckeye,New England,St.John,  Premium Unleaded Gasoline,25000.0,0.0,12031191.0,,,,,2020,7,12,Jul
2020-07-13,,Citgo,New England,St.John,  Unleaded Gasoline,112000.0,0.0,12143191.0,,,,,2020,7,13,Jul
2020-07-13,,Citgo,New England,St.John,  Premium Unleaded Gasoline,20000.0,0.0,12163191.0,,,,,2020,7,13,Jul
2020-07-13,,Citgo,New England,St.John,  Diesel (aka ULSD),10000.0,0.0,12173191.0,,,,,2020,7,13,Jul
2020-07-13,,Citgo,DBL-104,New York,  Ethanol (aka E100),10000.0,0.0,12183191.0,,,,,2020,7,13,Jul
2020-07-13,,Gulf,Turmoil,"New Haven, CT`",  Unleaded Gasoline,140000.0,0.0,12323191.0,,,,,2020,7,13,Jul
2020-07-14,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",726.0,0.0,12323917.0,,,,,2020,7,14,Jul
2020-07-17,,Buckeye,New England,St.John,  Unleaded Gasoline,60000.0,0.0,12383917.0,,,,,2020,7,17,Jul
2020-07-17,,Buckeye,New England,St.John,  Unleaded Gasoline,55000.0,0.0,12438917.0,,,,,2020,7,17,Jul
2020-07-17,,Buckeye,New England,St.John,  Diesel (aka ULSD),45000.0,0.0,12483917.0,,,,,2020,7,17,Jul
2020-07-19,,Citgo,New England,"Boston, MA",  Unleaded Gasoline,105000.0,0.0,12588917.0,,,,,2020,7,19,Jul
2020-07-20,,Citgo,RTC-107,"Boston, MA",  Premium Unleaded Gasoline,25000.0,0.0,12613917.0,,,,,2020,7,20,Jul
2020-07-20,,Gulf,RTC-107,"Bayonne, New Jersey",  Unleaded Gasoline,10000.0,0.0,12623917.0,,,,,2020,7,20,Jul
2020-07-22,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,26000.0,0.0,12649917.0,,,,,2020,7,22,Jul
2020-07-22,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,45000.0,0.0,12694917.0,,,,,2020,7,22,Jul
2020-07-22,,Buckeye,Iver Prosperity,St.John,  Diesel (aka ULSD),20000.0,0.0,12714917.0,,,,,2020,7,22,Jul
2020-07-22,,Buckeye,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,12724917.0,,,,,2020,7,22,Jul
2020-07-23,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,93000.0,0.0,12817917.0,,,,,2020,7,23,Jul
2020-07-23,,Citgo,Iver Prosperity,St.John,  Diesel (aka ULSD),20000.0,0.0,12837917.0,,,,,2020,7,23,Jul
2020-07-23,,Gulf,Iver Prosperity,St.John,  Diesel (aka ULSD),45000.0,0.0,12882917.0,,,,,2020,7,23,Jul
2020-07-25,,Buckeye,New England,St.John,  Diesel (aka ULSD),10000.0,0.0,12892917.0,,,,,2020,7,25,Jul
2020-07-25,,Buckeye,New England,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",37000.0,0.0,12929917.0,,,,,2020,7,25,Jul
2020-07-25,,Buckeye,New England,St.John,  Unleaded Gasoline,38000.0,0.0,12967917.0,,,,,2020,7,25,Jul
2020-07-25,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",1089.0,0.0,12969006.0,,,,,2020,7,25,Jul
2020-07-25,,Global ,New England,,  6 Fuel Oil (aka IFO 380),3388.0,0.0,12972394.0,,,,,2020,7,25,Jul
2020-07-25,,Citgo,DBL-104,"Boston, MA",  Ethanol (aka E100),25000.0,0.0,12997394.0,,,,,2020,7,25,Jul
2020-07-25,,Buckeye,New England,St.John,  Unleaded Gasoline,45000.0,0.0,13042394.0,,,,,2020,7,25,Jul
2020-07-28,,Global ,New England,"Portland, Maine",  6 Fuel Oil (aka IFO 380),0.0,2371.0,13040023.0,,,,2371.0,2020,7,28,Jul
2020-07-28,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,10000.0,0.0,13050023.0,,,,,2020,7,28,Jul
2020-07-28,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,15000.0,0.0,13065023.0,,,,,2020,7,28,Jul
2020-07-29,,Citgo,Noreaster,St.John,  Unleaded Gasoline,62000.0,0.0,13127023.0,,,,,2020,7,29,Jul
2020-07-29,,Citgo,Noreaster,St.John,  Diesel (aka ULSD),32000.0,0.0,13159023.0,,,,,2020,7,29,Jul
2020-08-02,,Buckeye,DBL-104,New York,  Ethanol (aka E100),20000.0,0.0,13179023.0,,,,,2020,8,2,Aug
2020-08-02,,Citgo,DBL-104,New York,  Ethanol (aka E100),20000.0,0.0,13199023.0,,,,,2020,8,2,Aug
2020-08-03,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,20000.0,0.0,13219023.0,,,,,2020,8,3,Aug
2020-08-03,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,15000.0,0.0,13234023.0,,,,,2020,8,3,Aug
2020-08-03,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),40000.0,0.0,13274023.0,,,,,2020,8,3,Aug
2020-08-05,,Gulf,Noreaster,St.John,  Unleaded Gasoline,40000.0,0.0,13314023.0,,,,,2020,8,5,Aug
2020-08-05,,Gulf,Pacific Diamond,"New Haven, CT`",  Unleaded Gasoline,150000.0,0.0,13464023.0,,,,,2020,8,5,Aug
2020-08-05,,Citgo,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,13474023.0,,,,,2020,8,5,Aug
2020-08-05,,Citgo,Noreaster,St.John,  Premium Unleaded Gasoline,30000.0,0.0,13504023.0,,,,,2020,8,5,Aug
2020-08-05,,Citgo,Noreaster,St.John,  Unleaded Gasoline,70000.0,0.0,13574023.0,,,,,2020,8,5,Aug
2020-08-08,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,50000.0,0.0,13624023.0,,,,,2020,8,8,Aug
2020-08-08,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,50000.0,0.0,13674023.0,,,,,2020,8,8,Aug
2020-08-08,,Buckeye,Great Eastern ,St.John,  Diesel (aka ULSD),25000.0,0.0,13699023.0,,,,,2020,8,8,Aug
2020-08-09,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,120000.0,0.0,13819023.0,,,,,2020,8,9,Aug
2020-08-09,,Citgo,Great Eastern ,St.John,  Diesel (aka ULSD),20000.0,0.0,13839023.0,,,,,2020,8,9,Aug
2020-08-09,,Gulf,RTC-81,New York,  Ethanol (aka E100),25000.0,0.0,13864023.0,,,,,2020,8,9,Aug
2020-08-11,,Buckeye,East Coast,St.John,  Premium Unleaded Gasoline,40000.0,0.0,13904023.0,,,,,2020,8,11,Aug
2020-08-11,,Buckeye,East Coast,St.John,  Unleaded Gasoline,40000.0,0.0,13944023.0,,,,,2020,8,11,Aug
2020-08-11,,Buckeye,East Coast,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,13954023.0,,,,,2020,8,11,Aug
2020-08-11,,Buckeye,East Coast,St.John,  Diesel (aka ULSD),40000.0,0.0,13994023.0,,,,,2020,8,11,Aug
2020-08-12,,Gulf,East Coast,St.John,  Diesel (aka ULSD),45000.0,0.0,14039023.0,,,,,2020,8,12,Aug
2020-08-12,,Citgo,Noreaster,St.John,  Diesel (aka ULSD),20000.0,0.0,14059023.0,,,,,2020,8,12,Aug
2020-08-12,,Citgo,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,14069023.0,,,,,2020,8,12,Aug
2020-08-12,,Citgo,Noreaster,St.John,  Premium Unleaded Gasoline,20000.0,0.0,14089023.0,,,,,2020,8,12,Aug
2020-08-12,,Citgo,Noreaster,St.John,  Unleaded Gasoline,50000.0,0.0,14139023.0,,,,,2020,8,12,Aug
2020-08-13,,Citgo,Eva leigh Cutler,"Boston, MA",  Ethanol (aka E100),21600.0,0.0,14160623.0,,,,,2020,8,13,Aug
2020-08-14,,Sprague,DS-58,New York,  Aviation Gasoline,25000.0,0.0,14185623.0,,,,,2020,8,14,Aug
2020-08-16,,Buckeye,Iver Prosperity,St.John,  Diesel (aka ULSD),40000.0,0.0,14225623.0,,,,,2020,8,16,Aug
2020-08-16,,Buckeye,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,14235623.0,,,,,2020,8,16,Aug
2020-08-16,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,35000.0,0.0,14270623.0,,,,,2020,8,16,Aug
2020-08-16,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,45000.0,0.0,14315623.0,,,,,2020,8,16,Aug
2020-08-18,,Citgo,Iver Prosperity,St.John,  Diesel (aka ULSD),20000.0,0.0,14335623.0,,,,,2020,8,18,Aug
2020-08-18,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,105000.0,0.0,14440623.0,,,,,2020,8,18,Aug
2020-08-18,,Citgo,DBL-104,"Searsport, Maine",  Ethanol (aka E100),17000.0,0.0,14457623.0,,,,,2020,8,18,Aug
2020-08-18,,Citgo,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,14467623.0,,,,,2020,8,18,Aug
2020-08-19,,Buckeye,DBL-104,St.John,  Ethanol (aka E100),25000.0,0.0,14492623.0,,,,,2020,8,19,Aug
2020-08-22,,Citgo,Acadian,St.John,  Unleaded Gasoline,113000.0,0.0,14605623.0,,,,,2020,8,22,Aug
2020-08-22,,Buckeye,Acadian,St.John,  Unleaded Gasoline,65000.0,0.0,14670623.0,,,,,2020,8,22,Aug
2020-08-22,,Buckeye,Acadian,St.John,  Unleaded Gasoline,45000.0,0.0,14715623.0,,,,,2020,8,22,Aug
2020-08-23,,Sprague,Palanca Rio,"Baltimore, MD",  Other,17000.0,0.0,14732623.0,,,,,2020,8,23,Aug
2020-08-27,,Buckeye,Acadian,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",4000.0,0.0,14736623.0,,,,,2020,8,27,Aug
2020-08-27,,Buckeye,Acadian,St.John,  Diesel (aka ULSD),28000.0,0.0,14764623.0,,,,,2020,8,27,Aug
2020-08-27,,Buckeye,Acadian,St.John,  Unleaded Gasoline,50000.0,0.0,14814623.0,,,,,2020,8,27,Aug
2020-08-27,,Buckeye,Acadian,St.John,  Unleaded Gasoline,15000.0,0.0,14829623.0,,,,,2020,8,27,Aug
2020-08-27,,Buckeye,Acadian,St.John,  Premium Unleaded Gasoline,27000.0,0.0,14856623.0,,,,,2020,8,27,Aug
2020-08-28,,Citgo,Acadian,St.John,  Diesel (aka ULSD),10000.0,0.0,14866623.0,,,,,2020,8,28,Aug
2020-08-28,,Citgo,Acadian,St.John,  Unleaded Gasoline,63000.0,0.0,14929623.0,,,,,2020,8,28,Aug
2020-08-28,,Citgo,Acadian,St.John,  Premium Unleaded Gasoline,18000.0,0.0,14947623.0,,,,,2020,8,28,Aug
2020-08-29,,Buckeye,DBL-104,St.John,  Diesel (aka ULSD),15000.0,0.0,14962623.0,,,,,2020,8,29,Aug
